"Dis1"	"Dis2"	"Distance"	"pvalue"	"adj_pvalue"
"Asthma_5"	"HyperplasticPolyps_3"	0.318488318485036	3.02782325898409e-156	5.12317677255027e-155
"Smoker_2"	"ParkinsonsDisease_5"	0.318453143216475	8.67353114160301e-118	1.09580058053606e-116
"MyotonicDystrophy"	"ParkinsonsDisease_9"	0.318429576334377	4.78982035698751e-106	5.36372792339747e-105
"Asthma_5"	"ParkinsonsDisease_2"	0.318186862863435	1.38376116518122e-157	2.37397911318974e-156
"MyotonicDystrophy"	"Smoker_1"	0.318052447923953	1.0257760290809e-53	6.11297006590157e-53
"BipolarDisorder_1"	"FamilialDysautonomia_2"	0.318046416844176	2.70201329362859e-52	1.57965827009573e-51
"AdenomatousPolyps"	"ColorectalCancer_1"	0.31742163748487	9.39035539292324e-41	4.67166388247288e-40
"Smoker_1"	"MyotonicDystrophy_1"	0.317212768271052	1.99463638006817e-53	1.18409305685204e-52
"MyotonicDystrophy_2"	"ParkinsonsDisease_2"	0.317182277617356	1.73945883941149e-111	2.05630076620641e-110
"Smoker"	"Asthma_5"	0.316191427041969	1.62273688119848e-79	1.34243605793169e-78
"AmyotrophicLateralSclerosis_2"	"RheumatoidArthritis_2"	0.315702011598275	5.60808857735746e-81	4.72506396004714e-80
"ThyroidCancer_Papillary_2"	"Asthma_5"	0.315544727388301	1.38735352001029e-97	1.42293261111464e-96
"MyotonicDystrophy_2"	"ParkinsonsDisease_10"	0.315247609818768	3.52202277439327e-125	4.72081355113997e-124
"MultipleSclerosis_2"	"Schizophrenia_1"	0.31510841080508	5.85864518616555e-37	2.73670047035219e-36
"HuntingtonsDisease_2"	"RheumatoidArthritis_1"	0.314847586588409	8.44364435026001e-82	7.21782172841796e-81
"MyotonicDystrophy_2"	"ParkinsonsDisease_1"	0.314774284093702	9.48511427932531e-100	1.0046228520441e-98
"Asthma_3"	"AlagilleSyndrome_2"	0.314449097991827	2.93395868874678e-76	2.34070616113878e-75
"Schizophrenia_1"	"Glioblastoma_2"	0.314366303564365	9.21851006203095e-199	2.00624747251055e-197
"Glioblastoma"	"Schizophrenia_1"	0.31385906854083	5.52963944083803e-206	1.24523032234448e-204
"AdenomatousPolyps"	"ProstateCancer_2"	0.313816282908844	4.39232393740282e-20	1.43058292598963e-19
"FamilialDysautonomia"	"BipolarDisorder_3"	0.313690716005748	1.05489975481187e-25	3.9677115052741e-25
"LymphocyticColitis_3"	"BreastCancer_3"	0.313419806407954	4.53997321374206e-211	1.05715293094281e-209
"LymphocyticColitis"	"HIV_2"	0.312522377529731	0.000839559986465252	0.00135062033606882
"Asthma_4"	"Smoker_1"	0.312471918518014	3.70108877312315e-74	2.89093287934882e-73
"AlagilleSyndrome"	"ChronicLymphocyticLeukemia_1"	0.311976055048983	5.71079219722718e-29	2.30716753969972e-28
"ThyroidCancer_Papillary"	"Asthma_5"	0.311712330974741	1.84441215698303e-92	1.78052264496214e-91
"LiverCancer"	"AlagilleSyndrome_1"	0.311601885659411	6.09307996763955e-154	1.01151696821272e-152
"AdenomatousPolyps_1"	"ProstateCancer_2"	0.311290509832228	3.61059432228148e-33	1.57490442145408e-32
"HuntingtonsDisease_2"	"FamilialDysautonomia_1"	0.310927316095535	1.11797832009523e-129	1.54213403661064e-128
"UlcerativeColitis_1"	"KaposisSarcoma_2"	0.310777996023298	1.54981484455405e-189	3.24119172414546e-188
"Asthma_5"	"ParkinsonsDisease_9"	0.310762057205887	7.64995854157558e-145	1.19735945762551e-143
"AdenomatousPolyps_2"	"BreastCancer_2"	0.310632365401064	4.49057951209104e-241	1.14523723457427e-239
"FamilialDysautonomia"	"AdenomatousPolyps_2"	0.310556729576332	1.65996174193605e-105	1.84543400154948e-104
"HIV_2"	"LymphocyticColitis_3"	0.310178591371638	0.000922843137354342	0.00148015387577224
"Smoker"	"MultipleSclerosis_3"	0.309790995957137	2.96188831240427e-32	1.27035307215166e-31
"Asthma_1"	"ParkinsonsDisease_4"	0.309357560435893	1.42040098996827e-136	2.06083620664654e-135
"HuntingtonsDisease_2"	"ParkinsonsDisease_8"	0.308757364943593	2.25947283989335e-165	4.09899653045748e-164
"HuntingtonsDisease_2"	"Keratoconus_2"	0.308561951594695	1.72358082410692e-74	1.35315924737725e-73
"CoeliacDisease_1"	"LymphocyticColitis_3"	0.30844627908464	0.00634840011850851	0.00947414497937822
"Glioblastoma"	"BipolarDisorder_3"	0.307707570112	3.88496811506329e-190	8.16638860773884e-189
"AdenomatousPolyps_1"	"ColorectalCancer_1"	0.307090520023213	3.26947844460437e-50	1.86710410202302e-49
"HIV_2"	"LymphocyticColitis_1"	0.306693635923087	0.00106069214302021	0.00169112164350543
"AdenomatousPolyps_2"	"ProstateCancer_2"	0.306421054668891	7.19392887267731e-84	6.32060027486727e-83
"Schizophrenia_1"	"Glioblastoma_1"	0.306365306955483	5.59765888810309e-208	1.27688818858618e-206
"CrohnsDisease"	"KaposisSarcoma_1"	0.306271955893628	1.65058198441676e-201	3.64370410108346e-200
"AlagilleSyndrome_1"	"LiverCancer_1"	0.306158542179815	7.04715641875074e-159	1.22263201079115e-157
"ThyroidCancer_Papillary_2"	"Smoker_2"	0.305561557719674	5.18028281771346e-56	3.17782488787821e-55
"KaposisSarcoma_1"	"Ulcer_2"	0.305488779820288	2.30466297432541e-189	4.803525975929e-188
"Ulcer"	"KaposisSarcoma_1"	0.305420354724857	9.19779381112047e-132	1.28748209278843e-130
"AdenomatousPolyps_1"	"HyperplasticPolyps_2"	0.30536541315803	3.63036217458001e-141	5.48696948054927e-140
"AmyotrophicLateralSclerosis"	"HuntingtonsDisease_1"	0.30489276525569	6.42396438758585e-119	8.19155210417003e-118
"ParkinsonsDisease_8"	"MultipleSclerosis_2"	0.303788040647322	1.18592410056191e-119	1.51537479986738e-118
"HIV_2"	"LymphocyticColitis_2"	0.303603409286943	0.000922813007841148	0.00148015387577224
"ParkinsonsDisease_7"	"MultipleSclerosis_1"	0.303450191180872	1.47812808526247e-99	1.5602040920534e-98
"Smoker_1"	"AlagilleSyndrome_2"	0.303188682670249	7.62827423258847e-49	4.27114009077385e-48
"Smoker"	"HyperplasticPolyps_3"	0.303117206272518	2.97363027330106e-106	3.34207825789438e-105
"ParkinsonsDisease_7"	"Schizophrenia_2"	0.302834142192307	2.74674494972727e-99	2.88689456405636e-98
"Smoker_1"	"MyotonicDystrophy_2"	0.302758878737563	1.27728108331567e-48	7.13216155225856e-48
"HyperplasticPolyps_3"	"ParkinsonsDisease_5"	0.302705655065935	3.87009138842137e-160	6.80054004601633e-159
"AdenomatousPolyps_1"	"HyperplasticPolyps_3"	0.30247142371692	1.46922799137906e-116	1.8410936315165e-115
"Asthma_5"	"HyperplasticPolyps_4"	0.30200266169837	2.45538775975536e-154	4.10386247281771e-153
"Keratoconus"	"ChronicObstructivePulmonaryDisease_2"	0.301943625519361	1.93975209126483e-199	4.25157762637013e-198
"BipolarDisorder_1"	"RheumatoidArthritis_2"	0.301852892300803	6.12661742413285e-73	4.69910793464934e-72
"ChronicObstructivePulmonaryDisease"	"Cardiomyopathy_1"	0.301717535314428	2.40137768247217e-181	4.75565438789263e-180
"Autism_2"	"Ischemia_1"	0.301630522918976	0.0154272162954647	0.0221302492520711
"ParkinsonsDisease_5"	"Schizophrenia_2"	0.301608269496238	1.48720327240807e-112	1.78377506421836e-111
"CoeliacDisease_2"	"MyotonicDystrophy_1"	0.301499386012207	1.14795408511316e-17	3.48545684506382e-17
"Asthma_1"	"ParkinsonsDisease_6"	0.301486779100108	3.0887442543893e-152	5.08651761036997e-151
"Asthma_5"	"HyperplasticPolyps_2"	0.301338386166546	9.67530680409979e-160	1.69531193759461e-158
"ParkinsonsDisease_1"	"Schizophrenia_2"	0.300836933207166	3.63644039326042e-110	4.23781199282704e-109
"MultipleSclerosis_2"	"Glioblastoma_2"	0.300762181065485	1.36815233043591e-178	2.69215661442643e-177
"AdenomatousPolyps"	"Autism_1"	0.300460726332579	1.82141047500026e-18	5.67715947142034e-18
"AdenomatousPolyps"	"FamilialDysautonomia"	0.300070515918785	1.41650515456426e-39	6.90483201184113e-39
"MultipleSclerosis"	"Schizophrenia_1"	0.299963096040751	7.00068644182352e-30	2.883131246753e-29
"HyperplasticPolyps_3"	"Smoker_2"	0.299880517324701	5.39640763200831e-109	6.18928763604081e-108
"AlagilleSyndrome"	"LiverCancer"	0.299486063747712	9.38860575969676e-142	1.42952837760129e-140
"AlagilleSyndrome_2"	"LiverCancer_2"	0.299403115273465	1.4375132146758e-139	2.14114725252436e-138
"ParkinsonsDisease_4"	"Schizophrenia_2"	0.299315295348079	4.97434394240961e-124	6.62421283055152e-123
"AmyotrophicLateralSclerosis"	"RheumatoidArthritis_1"	0.299225989857191	4.45408883729552e-06	8.41753088337008e-06
"CoeliacDisease_2"	"FacioscapulohumeralDystrophy_2"	0.298561835482967	2.44077940578491e-17	7.31165387170684e-17
"Asthma_1"	"ParkinsonsDisease_7"	0.298420354582055	2.47013862511301e-100	2.63666963467435e-99
"SessileSerratedPolyp"	"Smoker_1"	0.29808810727193	7.68274310934526e-92	7.36467156582995e-91
"ParkinsonsDisease"	"Asthma_1"	0.297917403166043	2.45544264889571e-115	3.02159266224749e-114
"MyotonicDystrophy"	"HyperplasticPolyps_1"	0.297288262684705	6.83700787703566e-88	6.26158089437362e-87
"ThyroidCancer_Papillary"	"ParkinsonsDisease_5"	0.296973844149297	2.39786662561386e-110	2.79705692180981e-109
"FamilialPulmonaryArterialHypertension"	"Ischemia_2"	0.296857298060559	0.0249367214959492	0.03487403898582
"DownsSyndrome_1"	"Smoker_1"	0.296131237541853	1.94904504244255e-47	1.07371810522394e-46
"AdenomatousPolyps"	"HyperplasticPolyps_1"	0.296095686350641	8.16916240519301e-99	8.51334538977728e-98
"ParkinsonsDisease"	"Schizophrenia_2"	0.29586205234897	4.46804661141283e-110	5.20202251033868e-109
"CrohnsDisease_1"	"AmyotrophicLateralSclerosis_1"	0.295698337760866	1.78620904612841e-202	3.97157455418949e-201
"ThyroidCancer_Papillary_1"	"Asthma_5"	0.295542731964684	1.25100653908438e-99	1.32273807282759e-98
"ThyroidCancer_Papillary_3"	"ParkinsonsDisease_5"	0.29503988082893	1.96370645312872e-117	2.47330634863391e-116
"UlcerativeColitis"	"KaposisSarcoma_2"	0.295023077687694	1.86949686705711e-176	3.63798774224479e-175
"ProstateCancer_1"	"FamilialDysautonomia_1"	0.295018073462371	2.46793031055365e-66	1.75115009017281e-65
"Asthma_1"	"ParkinsonsDisease_3"	0.294798165308755	4.50493529003559e-112	5.35118542937882e-111
"Asthma_1"	"ParkinsonsDisease_1"	0.294684580822098	1.63379953013507e-109	1.88968475231961e-108
"ParkinsonsDisease_3"	"Schizophrenia_2"	0.294661743438211	1.73206953053194e-108	1.97918668618668e-107
"Asthma_4"	"ParkinsonsDisease_6"	0.294520151811446	1.55569882366088e-140	2.33981661902988e-139
"HuntingtonsDisease"	"Autism"	0.294484072154615	1.05095028831967e-59	6.74953370777981e-59
"ParkinsonsDisease_5"	"MultipleSclerosis_1"	0.294355532116603	7.4194725299348e-107	8.38468464437953e-106
"KaposisSarcoma"	"Ulcer"	0.293698562220214	8.33651573369903e-114	1.01171626411532e-112
"DownsSyndrome"	"Autism_2"	0.292787716571054	0.0270907147182637	0.0377151247626099
"LymphocyticColitis"	"HIV_1"	0.292440741004407	5.7137737688445e-08	1.19677376780525e-07
"Smoker"	"ParkinsonsDisease_5"	0.292098459245387	8.32253502765978e-94	8.17519828315097e-93
"Asthma_1"	"HyperplasticPolyps_3"	0.291888048726179	1.52880151757292e-112	1.83188493127074e-111
"Asthma_4"	"ParkinsonsDisease_4"	0.291654143432272	5.65929022322002e-116	7.02025548535994e-115
"RheumatoidArthritis"	"Cardiomyopathy_1"	0.291566911438306	2.46351371947135e-34	1.09987538950519e-33
"HyperplasticPolyps_4"	"Smoker_2"	0.291415714896328	3.13003056850872e-118	3.96663750441259e-117
"BipolarDisorder_3"	"FamilialDysautonomia_2"	0.29135864747992	8.45242448822812e-44	4.42862462126729e-43
"ThyroidCancer_Papillary_2"	"ParkinsonsDisease_5"	0.291319400658769	4.06941705146977e-108	4.63710261239636e-107
"KaposisSarcoma"	"Ulcer_2"	0.290885768591658	4.72994343466631e-166	8.6444277786676e-165
"CoeliacDisease"	"DownsSyndrome_1"	0.290720561037784	0.0208060736765893	0.0294145777055236
"UlcerativeColitis"	"ChronicObstructivePulmonaryDisease_2"	0.290561891324143	6.14992001593987e-232	1.53972997472251e-230
"Smoker_2"	"ParkinsonsDisease_6"	0.290253220435843	7.49866780434208e-132	1.05083720152316e-130
"Asthma"	"ParkinsonsDisease_4"	0.290139380117481	6.91056402032033e-116	8.56381565415552e-115
"UlcerativeColitis"	"ChronicObstructivePulmonaryDisease"	0.289567658629488	6.88983625067706e-214	1.62273428175602e-212
"MultipleSclerosis"	"Glioblastoma_2"	0.289228304710311	3.42107875150054e-163	6.12512326467785e-162
"MyotonicDystrophy_2"	"ParkinsonsDisease_9"	0.289203515312069	5.47794517771012e-87	4.95428257702153e-86
"Smoker"	"HyperplasticPolyps_4"	0.28910595569679	4.85767124901718e-112	5.76462374233079e-111
"AdenomatousPolyps_1"	"ProstateCancer_1"	0.289070501241809	1.3384407040964e-28	5.35811263992832e-28
"AlagilleSyndrome"	"LiverCancer_1"	0.288905844536087	6.89227336646012e-141	1.04042920745166e-139
"LymphocyticColitis_3"	"BreastCancer_2"	0.288808093993334	1.52156565421434e-186	3.11857666033482e-185
"ChronicObstructivePulmonaryDisease_2"	"RheumatoidArthritis_1"	0.288603201972759	5.32777531697996e-183	1.06365537041425e-181
"HIV_1"	"LymphocyticColitis_1"	0.288568539969882	8.67820941979125e-08	1.80084541160695e-07
"HIV_1"	"LymphocyticColitis_2"	0.288434398687724	7.03537779494813e-08	1.46511891256418e-07
"CoeliacDisease_1"	"MyotonicDystrophy_1"	0.287787658694246	0.0111500994231574	0.0162559977150495
"Asthma_1"	"ParkinsonsDisease_10"	0.287787403575391	9.49504747997002e-123	1.24293299530575e-121
"DownsSyndrome"	"Smoker_1"	0.287749499834034	3.02173892119041e-44	1.59476349748172e-43
"UlcerativeColitis_1"	"ChronicObstructivePulmonaryDisease_2"	0.287390224812339	8.7488283817277e-224	2.11725084491398e-222
"Asthma"	"ParkinsonsDisease_6"	0.287125004987729	2.46951297687258e-134	3.50858833323142e-133
"HyperplasticPolyps_2"	"ParkinsonsDisease_5"	0.286809360519669	3.55076017383637e-159	6.18645881489624e-158
"ChronicLymphocyticLeukemia"	"AlagilleSyndrome_2"	0.286704587929047	5.36951770545097e-21	1.78520159502686e-20
"LymphocyticColitis"	"CoeliacDisease_1"	0.28652075435497	0.0115273540756831	0.0167682980047549
"HyperplasticPolyps"	"Asthma_5"	0.286135979232687	2.89025278001597e-120	3.71242270534272e-119
"ParkinsonsDisease_8"	"Schizophrenia_2"	0.285777856198733	3.71880166872933e-115	4.57167654245588e-114
"ChronicObstructivePulmonaryDisease"	"UlcerativeColitis_2"	0.285692746888219	3.93621703991665e-224	9.56337702124127e-223
"Asthma_4"	"ParkinsonsDisease_1"	0.285684058589509	2.95245396477627e-97	3.01811850108831e-96
"Asthma"	"Smoker_1"	0.285590942246603	2.52551219519217e-63	1.70836129711022e-62
"CrohnsDisease_2"	"ColorectalCancer_4"	0.285448460298931	2.18429666047194e-173	4.15218615180453e-172
"HyperplasticPolyps_4"	"ParkinsonsDisease_5"	0.285258847246009	2.19901753469609e-153	3.63590577079012e-152
"ParkinsonsDisease_9"	"Schizophrenia_2"	0.285178394584085	1.14619362520347e-101	1.23740693034674e-100
"CoeliacDisease"	"AdenomatousPolyps_2"	0.284629882507882	5.50523654553457e-72	4.17570836009205e-71
"HyperplasticPolyps"	"Smoker"	0.284552272349009	4.3413947955584e-88	3.99084336505137e-87
"UlcerativeColitis_2"	"ChronicObstructivePulmonaryDisease_2"	0.284456916683951	1.35658524025731e-233	3.41726318803467e-232
"FacioscapulohumeralDystrophy_1"	"AdenomatousPolyps_2"	0.284409465740671	7.14576470324091e-72	5.41337820507513e-71
"CoeliacDisease_1"	"LymphocyticColitis_1"	0.284386178029125	0.0121881091222029	0.017706466348307
"AlagilleSyndrome_2"	"BreastCancer_1"	0.284220413078892	3.31056695070706e-183	6.63082336566008e-182
"Cardiomyopathy"	"ChronicObstructivePulmonaryDisease_1"	0.284111919574145	9.80612849968002e-136	1.4111202203161e-134
"AmyotrophicLateralSclerosis"	"UlcerativeColitis_1"	0.284099534477839	2.01788281516535e-123	2.66412438555271e-122
"HuntingtonsDisease"	"AmyotrophicLateralSclerosis_2"	0.283970292605346	3.07140290163713e-56	1.88790124462905e-55
"AlagilleSyndrome_1"	"LiverCancer_3"	0.283701810723125	2.30209776462567e-129	3.16840673348145e-128
"EosinophilicEsophagitis"	"LymphocyticColitis_2"	0.283352265836268	1.23182131508059e-93	1.20425198088593e-92
"ThyroidCancer_Papillary"	"Smoker_2"	0.283301029817204	1.43179577495747e-45	7.69496525127665e-45
"Autism_1"	"AmyotrophicLateralSclerosis_2"	0.283214132402501	0.0183699137582264	0.0261475153309259
"CoeliacDisease_2"	"AdenomatousPolyps_2"	0.282839777258321	1.28145822928034e-81	1.09163225921682e-80
"BipolarDisorder_3"	"ChronicObstructivePulmonaryDisease_2"	0.282409144548811	1.14158807960366e-173	2.17679287377056e-172
"Asthma_1"	"ParkinsonsDisease_8"	0.281583009452437	7.6179753770215e-115	9.3464363241186e-114
"CoeliacDisease_2"	"SLE_1"	0.281409762712597	1.42407389592359e-15	4.03629596180092e-15
"ChronicObstructivePulmonaryDisease"	"UlcerativeColitis_1"	0.281037379722195	1.12543727810736e-197	2.4364035837832e-196
"Asthma_1"	"HyperplasticPolyps_2"	0.281030126704005	6.39687748601507e-123	8.3915587723891e-122
"KaposisSarcoma"	"CrohnsDisease_2"	0.281009093137232	9.7886427144994e-170	1.82968893713511e-168
"AdenomatousPolyps"	"BipolarDisorder_4"	0.280557531963333	4.61161896507241e-16	1.32786167395423e-15
"ParkinsonsDisease_2"	"Schizophrenia_2"	0.280499831902424	1.13332390670895e-102	1.23542335246379e-101
"ParkinsonsDisease_10"	"Schizophrenia_2"	0.280149881968135	4.23979753428118e-113	5.11516415546283e-112
"CrohnsDisease"	"ChronicObstructivePulmonaryDisease"	0.280131233733633	7.03252989502381e-214	1.65318135967373e-212
"ParkinsonsDisease"	"Asthma_4"	0.27995884449044	1.33389833541204e-96	1.35457211010762e-95
"Asthma"	"ParkinsonsDisease_1"	0.279791929298278	1.50182075670224e-94	1.48709228947414e-93
"LiverCancer"	"AlagilleSyndrome_2"	0.279737572607531	3.09830878728309e-123	4.07745380787961e-122
"HyperplasticPolyps_3"	"Smoker_1"	0.279704993099303	1.48114484551524e-107	1.68154306055822e-106
"Smoker_2"	"AlagilleSyndrome_2"	0.279620694268699	1.45946500872333e-19	4.69268858717148e-19
"AdenomatousPolyps_2"	"FamilialDysautonomia_1"	0.279433694348395	1.05677064994624e-112	1.26874277446762e-111
"UlcerativeColitis"	"AmyotrophicLateralSclerosis"	0.279406351822022	2.75678431174274e-127	3.75227283448033e-126
"AlagilleSyndrome"	"LiverCancer_3"	0.279361796223742	2.6688733859401e-125	3.58117454989217e-124
"ParkinsonsDisease_8"	"MultipleSclerosis_3"	0.279035918418438	1.46431228677153e-104	1.61480740809774e-103
"MultipleSclerosis"	"DownsSyndrome_1"	0.278851473591392	9.20488540196249e-08	1.90820899329138e-07
"MultipleSclerosis"	"ParkinsonsDisease_8"	0.278738461137104	3.57898583217008e-98	3.69229040876642e-97
"HyperplasticPolyps"	"Smoker_2"	0.27865690137271	4.90559085880793e-89	4.56397796063415e-88
"UlcerativeColitis"	"ColorectalCancer_4"	0.278510818803095	2.66779828664977e-133	3.75994728775193e-132
"Autism"	"HuntingtonsDisease_2"	0.278388699874127	1.66973444224963e-60	1.08537144377999e-59
"MyotonicDystrophy"	"CoeliacDisease_1"	0.278192974628668	0.0142946219757606	0.0206039262224923
"AdenomatousPolyps_2"	"BreastCancer_3"	0.278174190207283	1.59060909125422e-186	3.25467155914776e-185
"LymphocyticColitis_2"	"EosinophilicEsophagitis_1"	0.277994789648182	3.98035629006021e-99	4.17632272410236e-98
"SessileSerratedPolyp"	"Smoker_2"	0.277936839462092	3.00161860138781e-63	2.02596920174768e-62
"HyperplasticPolyps"	"ParkinsonsDisease_5"	0.277769700360742	1.57110660514079e-130	2.17937963537435e-129
"LymphocyticColitis"	"BreastCancer"	0.277625872743293	4.02832433832056e-150	6.5462927703737e-149
"Asthma_4"	"Ulcer_1"	0.277614055842671	3.23073258018748e-77	2.6061665961198e-76
"MyotonicDystrophy"	"DownsSyndrome_2"	0.277565821802685	0.0289481547018158	0.0401467428075847
"BreastCancer"	"AdenomatousPolyps_2"	0.27748497008992	4.3527367389905e-175	8.39076856821362e-174
"AlagilleSyndrome"	"Asthma_3"	0.277364584245368	5.44047764467421e-59	3.46872689581247e-58
"Asthma"	"ParkinsonsDisease"	0.277329723655403	6.31962860470511e-96	6.35990074777431e-95
"Smoker"	"SessileSerratedPolyp"	0.277247161843698	8.6431094930956e-58	5.4319297314261e-57
"Asthma_1"	"BreastCancer_1"	0.276709090156929	5.52976340175236e-183	1.10219458871821e-181
"MyotonicDystrophy"	"Smoker_2"	0.276570895604283	4.73585740377038e-19	1.50235105587544e-18
"HyperplasticPolyps"	"AdenomatousPolyps_1"	0.276552271460239	2.04094439004243e-92	1.96870422839019e-91
"BipolarDisorder_3"	"Glioblastoma_1"	0.276382284854346	1.28112122112082e-162	2.27717910559399e-161
"Asthma_4"	"ParkinsonsDisease_7"	0.276373920327463	2.15023590800712e-80	1.79570209592079e-79
"HyperplasticPolyps_3"	"ParkinsonsDisease_4"	0.27633130273263	6.4695751207723e-142	9.87512098360263e-141
"ChronicLymphocyticLeukemia_1"	"AlagilleSyndrome_1"	0.276326978791055	6.58303147823304e-23	2.29456088706493e-22
"Asthma_1"	"ParkinsonsDisease_2"	0.276177260111199	1.0762404663168e-102	1.17423649814795e-101
"MultipleSclerosis_3"	"Schizophrenia_1"	0.27590005371018	2.82814812411603e-33	1.23711394150786e-32
"BipolarDisorder_2"	"FamilialDysautonomia_2"	0.275840892048558	2.91842112329853e-39	1.41755171122994e-38
"Asthma"	"ParkinsonsDisease_7"	0.275629305565007	3.15463330244178e-81	2.66155979585465e-80
"ThyroidCancer_Papillary_3"	"Asthma_1"	0.275586042487742	2.21647495704502e-61	1.46315854881461e-60
"UlcerativeColitis_1"	"ColorectalCancer_4"	0.275492018884707	3.98285152565744e-123	5.23594077834028e-122
"CrohnsDisease"	"ChronicObstructivePulmonaryDisease_1"	0.275467115541562	5.20630283585392e-201	1.14520068450087e-199
"UlcerativeColitis_2"	"ChronicObstructivePulmonaryDisease_1"	0.275435841500039	1.43415845333313e-203	3.20035576597057e-202
"DownsSyndrome_1"	"AlagilleSyndrome_1"	0.27520834081675	0.0231224213240042	0.0324842593372586
"UlcerativeColitis"	"ChronicObstructivePulmonaryDisease_1"	0.275135380905417	1.50911743972928e-186	3.09821810376422e-185
"MyotonicDystrophy"	"CoeliacDisease_2"	0.275014789527842	7.58592108546196e-15	2.10221318179349e-14
"ChronicObstructivePulmonaryDisease_1"	"Cardiomyopathy_2"	0.274968696267877	1.32766877902679e-140	1.99929388998191e-139
"Smoker_2"	"MyotonicDystrophy_1"	0.274936674225374	7.75759558752639e-19	2.44644297099719e-18
"CrohnsDisease"	"ChronicObstructivePulmonaryDisease_2"	0.274821188403064	3.20329978831809e-218	7.64694705281051e-217
"ProstateCancer"	"FamilialDysautonomia_1"	0.27479794067918	2.39349812728353e-57	1.49432893724676e-56
"CoeliacDisease_2"	"FacioscapulohumeralDystrophy_5"	0.274658284727294	8.24043573964341e-15	2.27846660922396e-14
"AmyotrophicLateralSclerosis_2"	"Keratoconus_2"	0.274348172855661	0.0323839393846017	0.0445853767005168
"AdenomatousPolyps"	"FamilialDysautonomia_1"	0.273843729176568	5.90975691598374e-68	4.26458029824767e-67
"LymphocyticColitis_3"	"AdenomatousPolyps_1"	0.273336631094548	1.57335427909051e-25	5.89792392265273e-25
"FacioscapulohumeralDystrophy_5"	"HyperplasticPolyps_2"	0.272977005215425	3.09443982791587e-99	3.24955752772956e-98
"Asthma_1"	"ParkinsonsDisease_9"	0.272953669225796	9.90811901184271e-96	9.93069243188596e-95
"HIV_1"	"LymphocyticColitis_3"	0.272615845951004	4.54880065368662e-07	9.08138192092573e-07
"LymphocyticColitis"	"EosinophilicEsophagitis"	0.272546286496449	1.74573590958914e-86	1.56734511183083e-85
"Asthma_4"	"ParkinsonsDisease_3"	0.272323853986669	1.23395650035135e-90	1.16742520517112e-89
"Smoker"	"HyperplasticPolyps_1"	0.272309377038593	1.99284487980456e-80	1.66652160417057e-79
"Smoker"	"ThyroidCancer_Papillary_2"	0.272304296263994	6.86496413128676e-39	3.31098779049296e-38
"CoeliacDisease_1"	"MyotonicDystrophy_2"	0.272238665121928	0.0158974653580303	0.0227756429728096
"HuntingtonsDisease_2"	"ParkinsonsDisease_6"	0.272155186552764	9.75436060820223e-142	1.48338535767698e-140
"UlcerativeColitis_1"	"RheumatoidArthritis_2"	0.272021493935848	5.94902101316232e-144	9.26422766626213e-143
"Asthma"	"Ulcer_1"	0.271689044213669	1.34736828069074e-75	1.07145787485788e-74
"ChronicObstructivePulmonaryDisease"	"Keratoconus"	0.271642364828117	5.6865001339848e-134	8.05129984487641e-133
"ThyroidCancer_Papillary_3"	"Asthma_4"	0.271332954373409	1.38994592806749e-53	8.27518315221622e-53
"Asthma"	"ParkinsonsDisease_3"	0.270923055745468	7.51111517891986e-91	7.12254940522978e-90
"Asthma_1"	"HyperplasticPolyps_4"	0.270851489072992	4.48687281466255e-109	5.15091326477291e-108
"SLE"	"CoeliacDisease_2"	0.270621351607101	2.00670039321736e-14	5.47597152052536e-14
"Smoker"	"ParkinsonsDisease_6"	0.270536276029618	6.22312368512414e-111	7.30757269336122e-110
"HyperplasticPolyps_3"	"ParkinsonsDisease_7"	0.270162106278857	7.28642842546207e-119	9.28171927040763e-118
"Asthma"	"ThyroidCancer_Papillary_3"	0.269855727635351	1.5627124952612e-54	9.43140250692183e-54
"ChronicObstructivePulmonaryDisease_1"	"FriedreichsAtaxia_1"	0.269809709662851	6.08527290698228e-142	9.30004859407043e-141
"BipolarDisorder"	"DownsSyndrome_1"	0.26936239516853	0.0327761890281651	0.04507000406887
"BipolarDisorder"	"FamilialDysautonomia_1"	0.269260525087131	4.78993575351569e-55	2.90509249688854e-54
"ThyroidCancer_Papillary"	"ParkinsonsDisease_7"	0.268555356692153	2.12043965374353e-79	1.75181593928993e-78
"ThyroidCancer_Papillary_3"	"ParkinsonsDisease_6"	0.268551571762467	3.80340180675857e-124	5.07587253040651e-123
"BreastCancer"	"LymphocyticColitis_1"	0.268534249250473	3.25747767173857e-140	4.8814610657513e-139
"SLE"	"Ulcer_1"	0.26782477988833	5.18184828492693e-58	3.26496200377135e-57
"HyperplasticPolyps"	"Asthma_1"	0.267748662257954	1.98608550436737e-89	1.85478402144028e-88
"LymphocyticColitis_3"	"BreastCancer_1"	0.26760584215817	8.18167157746545e-162	1.44801480590832e-160
"ChronicObstructivePulmonaryDisease_1"	"Keratoconus_2"	0.267604376354715	8.28807606693791e-119	1.05467480364195e-117
"Autism_1"	"AdenomatousPolyps_2"	0.267585111129441	1.17664956786081e-63	8.02545369707055e-63
"AdenomatousPolyps_1"	"HyperplasticPolyps_4"	0.267534714489479	2.40308748725881e-103	2.63122059271591e-102
"HyperplasticPolyps"	"Smoker_1"	0.267379332434851	2.7946048420757e-94	2.75391539557508e-93
