"Dis1"	"Dis2"	"Distance"	"pvalue"	"adj_pvalue"
"IdiopathicPulmonaryFibrosis"	"AmyotrophicLateralSclerosis"	0.0923278359684655	8.07406547572438e-14	2.34201369428296e-13
"Schizophrenia"	"UlcerativeColitis"	0.0912074601654476	6.1018210206612e-15	1.83683684333306e-14
"Autism"	"LiverCancer"	0.0904958092586253	6.35234296653738e-14	1.85488414622891e-13
"Keratoconus"	"KaposisSarcoma"	0.0899048344405161	0.000355274875450304	0.000581721104475638
"LungCancer"	"MyotonicDystrophy"	0.0890443218514849	1.84696370244103e-14	5.50319797053859e-14
"BreastCancer"	"Glioblastoma"	0.0878321682538689	3.31082083969682e-22	1.2289318032095e-21
"Schizophrenia"	"LiverCancer"	0.0876001108129301	1.63781032102274e-13	4.62813497166427e-13
"ParkinsonsDisease"	"Autism"	0.0874729261955791	4.06762388181536e-09	9.45156106225531e-09
"ColorectalCancer"	"FacioscapulohumeralDystrophy"	0.0863507718561553	0.0125549728811272	0.0178831808843373
"ParkinsonsDisease"	"ChronicLymphocyticLeukemia"	0.0852025770110753	7.91353437431022e-10	1.90971242751949e-09
"Ischemia"	"Glioblastoma"	0.0851393906729546	1.79742404453534e-15	5.46716480212834e-15
"MuscularDystrophy"	"HuntingtonsDisease"	0.0849123184593055	4.25176630296994e-06	8.2038486374486e-06
"HyperplasticPolyps"	"LiverCancer"	0.0848790549430507	6.33024016869655e-16	1.98755927877354e-15
"CrohnsDisease"	"Glioblastoma"	0.0848417557597705	2.01120242903802e-21	7.28022036296409e-21
"BipolarDisorder"	"UlcerativeColitis"	0.0837261991596451	1.65804292545665e-12	4.49673561207439e-12
"AdenomatousPolyps"	"LungCancer"	0.0837035297296172	1.45727844251018e-13	4.1313136428444e-13
"FacioscapulohumeralDystrophy"	"HuntingtonsDisease"	0.0835399246905106	6.06557100802652e-06	1.15009528204139e-05
"AdenomatousPolyps"	"FacioscapulohumeralDystrophy"	0.0832175929033661	0.0180562731752332	0.0253482296498465
"BipolarDisorder"	"EosinophilicEsophagitis"	0.0825011462015924	4.53978071286688e-09	1.0493002386468e-08
"EosinophilicEsophagitis"	"Asthma"	0.0824373118526375	2.56072567896389e-10	6.39087092527741e-10
"CrohnsDisease"	"FriedreichsAtaxia"	0.082397121348615	3.48755060400574e-16	1.09895479464354e-15
"Keratoconus"	"BorreliaBurdorferiInfection"	0.082254884606089	1.82401569341709e-08	4.08654155353803e-08
"FamilialDysautonomia"	"FamilialPulmonaryArterialHypertension"	0.081889078760059	0.00755735148432706	0.0109970762462965
"Ulcer"	"AdenomatousPolyps"	0.0818448235217949	2.2245195536245e-09	5.26670034858124e-09
"BreastCancer"	"CoeliacDisease"	0.0813803637541105	5.86033589276525e-14	1.71694121808106e-13
"IdiopathicPulmonaryFibrosis"	"KaposisSarcoma"	0.0807777570204787	4.3738245728259e-12	1.16458064613845e-11
"Ulcer"	"FamilialPulmonaryArterialHypertension"	0.080339498793091	2.54507741817419e-08	5.63001974323381e-08
"Keratoconus"	"HuntingtonsDisease"	0.0801963441762925	1.40920570900338e-05	2.57180041893118e-05
"AdenomatousPolyps"	"Schizophrenia"	0.0797526884325371	0.00703289127586547	0.0102851632014326
"LungCancer"	"FriedreichsAtaxia"	0.0796430277704311	1.01503318295322e-13	2.91530842054761e-13
"IdiopathicPulmonaryFibrosis"	"FriedreichsAtaxia"	0.0796429559813301	6.81792693321642e-13	1.87225830517166e-12
"Asthma"	"Glioblastoma"	0.0794597201689432	1.70615275218598e-14	5.10098911575057e-14
"SessileSerratedPolyp"	"LiverCancer"	0.0788008915589599	6.96608462877957e-13	1.90696566712841e-12
"HIV"	"KaposisSarcoma"	0.0786185956425497	0.00179967399816416	0.00283545759422986
"IdiopathicPulmonaryFibrosis"	"UlcerativeColitis"	0.0785783715514808	7.30454238750497e-16	2.26907061399091e-15
"FacioscapulohumeralDystrophy"	"Asthma"	0.0785141099502803	0.00574879890292945	0.0084923235058452
"LiverCancer"	"FamilialDysautonomia"	0.0779858593698785	1.1251767920858e-11	2.93349663650941e-11
"LiverCancer"	"FriedreichsAtaxia"	0.0773603395733212	2.73476613014309e-12	7.32616247708058e-12
"FamilialDysautonomia"	"KaposisSarcoma"	0.0770991534288016	0.00010138517429639	0.000174486075999288
"LymphocyticColitis"	"ThyroidCancer_Papillary"	0.0770148373876914	0.00272073202416489	0.00418133553187446
"EosinophilicEsophagitis"	"HuntingtonsDisease"	0.0765233054510524	1.3976259311518e-10	3.50808113377931e-10
"Ulcer"	"Schizophrenia"	0.0763682480228629	5.99252412235618e-08	1.3025933328e-07
"ThyroidCancer_Papillary"	"UlcerativeColitis"	0.0762846765564878	1.19008485954783e-11	3.08436194368018e-11
"EosinophilicEsophagitis"	"BreastCancer"	0.0762292394527959	5.63177086991727e-15	1.70118320070605e-14
"Ulcer"	"DownsSyndrome"	0.0756839815264878	1.43984943011111e-07	3.00311452566032e-07
"Ulcer"	"EosinophilicEsophagitis"	0.0756379489339132	7.18610304551069e-12	1.89609224935764e-11
"Ischemia"	"IdiopathicPulmonaryFibrosis"	0.07490453512969	1.39870236956670e-09	3.34771386814324e-09
"BorreliaBurdorferiInfection"	"UlcerativeColitis"	0.074403934510586	3.63853101292551e-13	1.01185814835643e-12
"ThyroidCancer_Papillary"	"IdiopathicPulmonaryFibrosis"	0.0743818057463297	1.64603828350132e-10	4.1197986752776e-10
"ChronicLymphocyticLeukemia"	"BreastCancer"	0.0741012768046312	2.4380993235768e-12	6.55145707807753e-12
"ChronicObstructivePulmonaryDisease"	"Ischemia"	0.0738235878626796	4.76050993794725e-11	1.21226939117494e-10
"EosinophilicEsophagitis"	"AlagilleSyndrome"	0.073367562506117	1.8604805511032e-07	3.84382302539246e-07
"HyperplasticPolyps"	"FamilialDysautonomia"	0.0732219783188232	1.51915478517223e-07	3.14605104447015e-07
"Ulcer"	"MyotonicDystrophy"	0.0730579506680962	4.10792243179923e-07	8.32995382003733e-07
"Ulcer"	"HIV"	0.0727194030169788	4.64659067652454e-07	9.40049291601731e-07
"BorreliaBurdorferiInfection"	"HuntingtonsDisease"	0.0722542000218779	3.60394328657129e-09	8.41881151743054e-09
"Asthma"	"FriedreichsAtaxia"	0.0721185972045835	1.05942591428862e-05	1.94154205212727e-05
"Glioblastoma"	"CoeliacDisease"	0.0718077870450389	2.0127719032264e-11	5.1858476094892e-11
"LymphocyticColitis"	"Glioblastoma"	0.0716810198002192	2.18303361098443e-11	5.6080276927342e-11
"MultipleSclerosis"	"ThyroidCancer_Papillary"	0.0710447433729721	0.00280737571170294	0.00430693716891729
"ChronicLymphocyticLeukemia"	"Asthma"	0.0708242615408083	0.000903596838365583	0.00144443582191287
"ProstateCancer"	"SessileSerratedPolyp"	0.0707919397810433	0.000205117325242799	0.000342252908405128
"EosinophilicEsophagitis"	"AmyotrophicLateralSclerosis"	0.0701366507431804	6.25664704155116e-07	1.25132940831023e-06
"ChronicLymphocyticLeukemia"	"MyotonicDystrophy"	0.0701177694165124	0.0246347470924035	0.0337715781736236
"Schizophrenia"	"KaposisSarcoma"	0.0696542575109147	0.00249281854322524	0.00385814318704119
"HuntingtonsDisease"	"KaposisSarcoma"	0.0688314243962366	8.03601581934124e-06	1.50417732003054e-05
"EosinophilicEsophagitis"	"FamilialDysautonomia"	0.0687347408497712	1.45792232965987e-07	3.02639801133187e-07
"DownsSyndrome"	"ChronicLymphocyticLeukemia"	0.0683929921741796	0.0264654387115475	0.0362245692364306
"HIV"	"UlcerativeColitis"	0.0681084319530883	9.46062727022921e-09	2.13595605379402e-08
"ParkinsonsDisease"	"SLE"	0.0677205213121835	5.40797567523367e-06	1.03436390644207e-05
"ColorectalCancer"	"BreastCancer"	0.0670914702835204	2.67741224064068e-10	6.65723677116486e-10
"PosttraumaticStressDisorder"	"BorreliaBurdorferiInfection"	0.0656946708566617	7.05268361914451e-06	1.32863459147755e-05
"Ischemia"	"BorreliaBurdorferiInfection"	0.0651673088968866	8.33348044083268e-06	1.54992120300837e-05
"LiverCancer"	"Glioblastoma"	0.0651336064079945	2.90935528841846e-12	7.7701074166298e-12
"ThyroidCancer_Papillary"	"FriedreichsAtaxia"	0.0633755645367445	6.54088645443962e-05	0.000113686835993831
"IdiopathicPulmonaryFibrosis"	"MyotonicDystrophy"	0.0631830318711356	3.29848253735419e-07	6.73536294340856e-07
"BreastCancer"	"SLE"	0.063056413931411	6.01302576345516e-09	1.38252245899914e-08
"Autism"	"IdiopathicPulmonaryFibrosis"	0.0626706195105677	4.07098929339308e-07	8.27421489794046e-07
"BreastCancer"	"FamilialDysautonomia"	0.0621653811167468	3.45620784237385e-09	8.11699214455627e-09
"SLE"	"LungCancer"	0.0611934143030592	1.44406943095559e-07	3.0047620463589e-07
"ChronicObstructivePulmonaryDisease"	"BorreliaBurdorferiInfection"	0.0611672463134665	6.73011701196713e-10	1.62861395096221e-09
"AdenomatousPolyps"	"KaposisSarcoma"	0.0609827910661187	0.00347855871937924	0.00525382316926933
"SLE"	"KaposisSarcoma"	0.0609097618940783	0.0156559788735202	0.0221203830535543
"HyperplasticPolyps"	"LungCancer"	0.0603671273547886	4.52079579335796e-09	1.04767648544486e-08
"ColorectalCancer"	"HyperplasticPolyps"	0.0602872286734072	2.84921943579177e-05	5.05246199545262e-05
"Schizophrenia"	"SessileSerratedPolyp"	0.0596207988916647	0.00100989713079411	0.00161142055842557
"ChronicObstructivePulmonaryDisease"	"FamilialPulmonaryArterialHypertension"	0.0595800377573162	1.12367426516532e-07	2.3776296045527e-07
"EosinophilicEsophagitis"	"Cardiomyopathy"	0.0589541631769665	2.37442892906461e-05	4.27104669786571e-05
"ProstateCancer"	"Glioblastoma"	0.0588019469919595	4.05760274858969e-08	8.93080403960946e-08
"EosinophilicEsophagitis"	"Schizophrenia"	0.0587471019311077	1.93498115952372e-05	3.5166877505037e-05
"ColorectalCancer"	"ChronicLymphocyticLeukemia"	0.0584446766810863	0.0131893565111565	0.0187562927009303
"ThyroidCancer_Papillary"	"FamilialPulmonaryArterialHypertension"	0.0579894195745535	0.0240915608664799	0.0330786948574238
"BreastCancer"	"IdiopathicPulmonaryFibrosis"	0.0579606671101149	6.35596933815599e-10	1.54233494189048e-09
"CoeliacDisease"	"LungCancer"	0.0573104127505453	8.4400510739634e-07	1.67652715210702e-06
"RheumatoidArthritis"	"KaposisSarcoma"	0.0572533275871071	0.0231162210184503	0.0318393232895636
"Asthma"	"KaposisSarcoma"	0.0572154756240843	0.00309052587511368	0.0047165516839714
"ChronicObstructivePulmonaryDisease"	"SLE"	0.0561148775092831	5.84023103566781e-07	1.17071908174943e-06
"Ulcer"	"CoeliacDisease"	0.0557182312698634	0.000113456015177377	0.000194203965409663
"FamilialPulmonaryArterialHypertension"	"FriedreichsAtaxia"	0.055708351000289	0.00393622274537014	0.00592462392602104
"EosinophilicEsophagitis"	"HIV"	0.0553670204299691	8.45410143297511e-05	0.000145783323922957
"Schizophrenia"	"Asthma"	0.0549969571226105	0.030164719962034	0.0409678987391346
"EosinophilicEsophagitis"	"ThyroidCancer_Papillary"	0.0544509160236479	2.21084856447541e-05	3.99320276800095e-05
"MuscularDystrophy"	"ChronicObstructivePulmonaryDisease"	0.054180496169646	1.40754698334311e-06	2.75841422239052e-06
"ThyroidCancer_Papillary"	"Autism"	0.054173753528547	0.0348150592555523	0.0467044286491023
"CoeliacDisease"	"UlcerativeColitis"	0.0538715266143391	5.67166838311452e-06	1.07897637357319e-05
"ParkinsonsDisease"	"FamilialPulmonaryArterialHypertension"	0.0533129678717844	0.00034532211425023	0.000567546289086682
"CrohnsDisease"	"SLE"	0.0524575513618572	1.13100456574032e-06	2.22642696536746e-06
"ColorectalCancer"	"ThyroidCancer_Papillary"	0.0518998236616644	0.013213972815127	0.0187608430892241
"HyperplasticPolyps"	"Autism"	0.0511313225148804	0.00080520062189125	0.00129186033841893
"BorreliaBurdorferiInfection"	"KaposisSarcoma"	0.0501984276312441	0.000147574717057012	0.000248606638734505
"ChronicLymphocyticLeukemia"	"LungCancer"	0.0501850354097506	8.61303071095511e-06	1.59514057141579e-05
"EosinophilicEsophagitis"	"LungCancer"	0.0489015338673908	1.33895062733583e-06	2.62986715144886e-06
"ChronicLymphocyticLeukemia"	"LiverCancer"	0.0487424209754704	2.84308818536345e-05	5.0518159236884e-05
"BipolarDisorder"	"CrohnsDisease"	0.0484869087207996	6.84400249578258e-06	1.29210047118654e-05
"ParkinsonsDisease"	"ColorectalCancer"	0.0482614265147049	0.000594380886850477	0.000964217883112995
"Cardiomyopathy"	"BorreliaBurdorferiInfection"	0.0482002120354778	0.000876057037395672	0.00140297251326985
"AdenomatousPolyps"	"ThyroidCancer_Papillary"	0.0479982842468031	0.0225870275393079	0.0311594269676121
"BorreliaBurdorferiInfection"	"AmyotrophicLateralSclerosis"	0.0479504538545751	0.00104743218826239	0.0016652460924099
"ProstateCancer"	"BreastCancer"	0.047915650699995	9.97693282628782e-06	1.83609099912356e-05
"BipolarDisorder"	"BorreliaBurdorferiInfection"	0.0473274385600078	0.00121861109933867	0.00193038575591442
"HyperplasticPolyps"	"AlagilleSyndrome"	0.0467722090563001	0.00218981868612156	0.00341939602324864
"Smoker"	"FriedreichsAtaxia"	0.0458483933094922	0.0100537392352235	0.0144378288033701
"HyperplasticPolyps"	"Glioblastoma"	0.0448914184128111	3.82256919663563e-06	7.39198811534837e-06
"CrohnsDisease"	"BorreliaBurdorferiInfection"	0.0437874039583906	5.67817475133834e-06	1.07897637357319e-05
"Smoker"	"LiverCancer"	0.0435751157699267	0.000228059888018785	0.000379090060539764
"SessileSerratedPolyp"	"BorreliaBurdorferiInfection"	0.0427766809607954	0.000542264119480385	0.000881304951140662
"ThyroidCancer_Papillary"	"ChronicLymphocyticLeukemia"	0.0424495526019642	0.0360180286642293	0.0482443319722705
"Ulcer"	"FacioscapulohumeralDystrophy"	0.0423433090451119	0.00336410658353499	0.00509854215774506
"SessileSerratedPolyp"	"Glioblastoma"	0.0414623504779734	3.70339040753932e-05	6.52750502415381e-05
"FacioscapulohumeralDystrophy"	"SessileSerratedPolyp"	0.0409069286260668	0.032069927584934	0.0434207983993851
"HyperplasticPolyps"	"BreastCancer"	0.0392045605711765	7.19872772418796e-05	0.000124755846842284
"ChronicLymphocyticLeukemia"	"SessileSerratedPolyp"	0.0389402303686022	0.020277361838999	0.028150505500734
"Schizophrenia"	"BreastCancer"	0.0372000595123134	0.00053597091143064	0.00087269613087963
"FriedreichsAtaxia"	"KaposisSarcoma"	0.0369789162381981	0.0192088817394625	0.026837289320206
"ColorectalCancer"	"FriedreichsAtaxia"	0.0365987202398595	0.0343441892219219	0.0461434198748522
"Keratoconus"	"IdiopathicPulmonaryFibrosis"	0.0360199828004764	0.00362991579257071	0.00547298835506358
"ColorectalCancer"	"IdiopathicPulmonaryFibrosis"	0.0352850271305911	0.00320812048655332	0.00487901657329985
"FamilialDysautonomia"	"UlcerativeColitis"	0.034865797287946	0.00215329825614049	0.00336837370067691
"MultipleSclerosis"	"BorreliaBurdorferiInfection"	0.03416550821789	0.0172012793760253	0.0242255960344022
"LiverCancer"	"MyotonicDystrophy"	0.0332765464386754	0.00592015687473354	0.00871606289456569
"CrohnsDisease"	"Schizophrenia"	0.032998993383807	0.00200635698917768	0.00314413009395286
"CrohnsDisease"	"Smoker"	0.0324978304626929	0.00221202765618777	0.00344792922921795
"FamilialPulmonaryArterialHypertension"	"UlcerativeColitis"	0.0318964281244462	0.00723633660734978	0.0105650514467307
"DownsSyndrome"	"CrohnsDisease"	0.0316162738434145	0.00333357456727731	0.00506102481964458
"EosinophilicEsophagitis"	"LiverCancer"	0.0301720158692323	0.00343662185610958	0.00519944861131605
"LungCancer"	"KaposisSarcoma"	0.0294805119828666	0.00817596472996256	0.0118578561315351
"EosinophilicEsophagitis"	"FriedreichsAtaxia"	0.0289059199331751	0.0177378609421691	0.024941197729278
"Ulcer"	"HuntingtonsDisease"	0.028364515447839	0.0192623507334106	0.0268691389211268
"CrohnsDisease"	"ThyroidCancer_Papillary"	0.026950074918469	0.00956267035882957	0.013755171156543
"MuscularDystrophy"	"CrohnsDisease"	0.0243992580602065	0.0236540637237707	0.0325289793124382
"HyperplasticPolyps"	"UlcerativeColitis"	0.0226171645299833	0.02986035108756	0.0406174961998486
"CrohnsDisease"	"Asthma"	0.0217795648021534	0.0366578718442603	0.0489516703286159
"CrohnsDisease"	"HyperplasticPolyps"	-0.0204015564917501	0.0372945275871445	0.0497260367828593
"Keratoconus"	"LungCancer"	-0.0243373740833775	0.036618167940041	0.0489516703286159
"HIV"	"Glioblastoma"	-0.0251294886060854	0.0190873177283315	0.0267100484505086
"ChronicObstructivePulmonaryDisease"	"SessileSerratedPolyp"	-0.0275483117728733	0.00777226402999961	0.0112910502326363
"ChronicObstructivePulmonaryDisease"	"DownsSyndrome"	-0.0280817786746472	0.0123859118621261	0.0176711055231637
"ChronicObstructivePulmonaryDisease"	"KaposisSarcoma"	-0.0292504944455788	0.00624548406599752	0.00917960409700306
"ChronicObstructivePulmonaryDisease"	"MultipleSclerosis"	-0.0299667297171827	0.00698913161700121	0.0102382596931322
"MultipleSclerosis"	"BreastCancer"	-0.0306831349310929	0.00430218055110556	0.00646433990183271
"ChronicObstructivePulmonaryDisease"	"Glioblastoma"	-0.0311140246963614	0.000643957696695301	0.00104078771643004
"ParkinsonsDisease"	"CrohnsDisease"	-0.0312044037263351	0.00130278005137103	0.00205999156137369
"EosinophilicEsophagitis"	"BorreliaBurdorferiInfection"	-0.0315809415660482	0.00460284351486492	0.00690426527229737
"Ulcer"	"RheumatoidArthritis"	-0.0317022364634234	0.0281634920901914	0.0384286901417564
"Ulcer"	"LungCancer"	-0.0332373025316053	0.00101278956987863	0.00161309756947942
"MuscularDystrophy"	"LiverCancer"	-0.034163692480744	0.00471942466905205	0.00704295742775059
"SessileSerratedPolyp"	"FamilialDysautonomia"	-0.0350716130881459	0.0341085902315606	0.0458972734913166
"ChronicObstructivePulmonaryDisease"	"LiverCancer"	-0.035107736610446	0.00024261525178603	0.000402520758645004
"FacioscapulohumeralDystrophy"	"UlcerativeColitis"	-0.0352631044952815	0.00298363203336858	0.00456136415572579
"CrohnsDisease"	"LiverCancer"	-0.0353086019508515	0.000159803552330596	0.000267663311360615
"CrohnsDisease"	"CoeliacDisease"	-0.0366374309151975	0.000678153094022694	0.0010920259381689
"PosttraumaticStressDisorder"	"IdiopathicPulmonaryFibrosis"	-0.0382988238761735	0.00198276968751532	0.00311273520835738
"AlagilleSyndrome"	"Glioblastoma"	-0.0383746452319414	0.000343663751003583	0.000565882417066051
"SessileSerratedPolyp"	"HuntingtonsDisease"	-0.0387351627871129	0.00538408230544706	0.00798046717355605
"AdenomatousPolyps"	"BorreliaBurdorferiInfection"	-0.0387359451746554	0.00515116283740598	0.00766115219960549
"MultipleSclerosis"	"LiverCancer"	-0.0405394164662602	0.000668944662935448	0.00107918144517763
"RheumatoidArthritis"	"FriedreichsAtaxia"	-0.0413726932729225	0.0323120531832509	0.0436637536648123
"MuscularDystrophy"	"SessileSerratedPolyp"	-0.0414660586933426	0.029790733935447	0.0405858210380273
"EosinophilicEsophagitis"	"MuscularDystrophy"	-0.0416454582756614	0.00311748597478057	0.00474942211114396
"HIV"	"LiverCancer"	-0.0418570774843586	0.000535397692303411	0.00087269613087963
"ParkinsonsDisease"	"HIV"	-0.0421730859797442	0.00465249447335387	0.00695492347893855
"Asthma"	"UlcerativeColitis"	-0.0423310132951076	0.000186397660065305	0.00031161135537635
"PosttraumaticStressDisorder"	"HuntingtonsDisease"	-0.0425904806394316	0.0212511178477188	0.0294091299124829
"ChronicObstructivePulmonaryDisease"	"Smoker"	-0.0429311948857487	0.000107040862657284	0.000183858422917218
"Ulcer"	"Cardiomyopathy"	-0.0431742127893297	0.00252471572600295	0.00390061900525324
"HIV"	"BorreliaBurdorferiInfection"	-0.0435108355787221	0.00294527576945951	0.00451059715742401
"BipolarDisorder"	"IdiopathicPulmonaryFibrosis"	-0.0451006468348969	0.000269902259657657	0.00044610260275492
"DownsSyndrome"	"Glioblastoma"	-0.045309211629763	2.32774528525091e-05	4.19568903267448e-05
"DownsSyndrome"	"UlcerativeColitis"	-0.0455901583491908	0.000120827733558315	0.000205924308554638
"LiverCancer"	"FamilialPulmonaryArterialHypertension"	-0.046251955970958	0.000130081553113156	0.000220408975874516
"EosinophilicEsophagitis"	"IdiopathicPulmonaryFibrosis"	-0.0462931692678076	7.1110089706783e-06	1.3367476090803e-05
"AlagilleSyndrome"	"BorreliaBurdorferiInfection"	-0.0465909182053304	0.00145206426036333	0.00229190683257347
"FamilialPulmonaryArterialHypertension"	"LungCancer"	-0.0488806223448879	2.67434096434651e-05	4.79084393612995e-05
"HIV"	"SessileSerratedPolyp"	-0.0495443505768345	0.00941377908069456	0.0135856185744455
"DownsSyndrome"	"IdiopathicPulmonaryFibrosis"	-0.0505427363826483	4.339634176389e-05	7.60303907703352e-05
"HyperplasticPolyps"	"HuntingtonsDisease"	-0.0512927019087882	4.02641577995816e-05	7.06841728104879e-05
"Smoker"	"IdiopathicPulmonaryFibrosis"	-0.0513844893400261	1.95968567350454e-05	3.55421252585916e-05
"Keratoconus"	"Glioblastoma"	-0.0515108655856798	1.53335965738342e-06	2.99158810660997e-06
"Ischemia"	"LungCancer"	-0.051902852815183	8.21303298306083e-06	1.53076955173644e-05
"Smoker"	"Glioblastoma"	-0.0520844376090512	8.33646185185818e-07	1.65971376868813e-06
"AdenomatousPolyps"	"Asthma"	-0.0521462287705082	0.0195079739579957	0.0271684979128843
"Glioblastoma"	"FamilialPulmonaryArterialHypertension"	-0.052545144882639	9.41505237309966e-07	1.86596965584509e-06
"EosinophilicEsophagitis"	"DownsSyndrome"	-0.053147465269408	0.000156079362080169	0.000262429023382395
"BreastCancer"	"SessileSerratedPolyp"	-0.0535392646597346	1.33530020677867e-07	2.79838033765099e-07
"Autism"	"FriedreichsAtaxia"	-0.054143517362301	0.00503577601857916	0.00750227855829141
"Ulcer"	"Keratoconus"	-0.0549732302793154	0.000140002926441081	0.000236305517461247
"ThyroidCancer_Papillary"	"BorreliaBurdorferiInfection"	-0.0553622014985057	2.92654510578319e-05	5.17909800538601e-05
"BreastCancer"	"BorreliaBurdorferiInfection"	-0.0558873559491784	1.14414054735078e-08	2.56991569097251e-08
"LiverCancer"	"BorreliaBurdorferiInfection"	-0.0560291458927698	5.62666434770873e-08	1.22610894741116e-07
"ParkinsonsDisease"	"EosinophilicEsophagitis"	-0.057386133064755	2.681705429662e-07	5.50157835218714e-07
"LymphocyticColitis"	"ChronicObstructivePulmonaryDisease"	-0.0582798648531652	2.10839229145723e-07	4.33556724722191e-07
"Schizophrenia"	"BorreliaBurdorferiInfection"	-0.0584237343864904	4.39964755392331e-05	7.69279692063238e-05
"EosinophilicEsophagitis"	"MyotonicDystrophy"	-0.0585534619318573	3.21370168761017e-05	5.67581185150506e-05
"HIV"	"ThyroidCancer_Papillary"	-0.0587268223524723	0.0223481137619467	0.0308784663335416
"HIV"	"LungCancer"	-0.0594853082903346	3.18546908163912e-07	6.51979185868193e-07
"MultipleSclerosis"	"FamilialDysautonomia"	-0.060266279118578	0.0279049666029963	0.0381353365744537
"BreastCancer"	"FriedreichsAtaxia"	-0.0604485540018705	3.49795437222058e-09	8.19306959910488e-09
"BipolarDisorder"	"Asthma"	-0.0605022765306209	0.0334315225210852	0.0450554057361087
"Ulcer"	"BipolarDisorder"	-0.0605109147289637	2.759609881509e-05	4.92345877026861e-05
"LiverCancer"	"AmyotrophicLateralSclerosis"	-0.0608328337234529	4.79067853767246e-07	9.66966451382735e-07
"Smoker"	"BorreliaBurdorferiInfection"	-0.0618830868225329	9.52457641760151e-06	1.76023817337952e-05
"ThyroidCancer_Papillary"	"HuntingtonsDisease"	-0.0621831451684197	6.299906926176e-05	0.00010993463082331
"CrohnsDisease"	"ChronicLymphocyticLeukemia"	-0.0621867819492675	3.35312217441904e-09	7.89606189459969e-09
"HyperplasticPolyps"	"FriedreichsAtaxia"	-0.0622443312846537	9.48075013431236e-07	1.87474878502429e-06
"BorreliaBurdorferiInfection"	"LungCancer"	-0.0627550641813083	5.88023901690145e-10	1.43085816077935e-09
"Smoker"	"LungCancer"	-0.0636751218404498	2.04444512847993e-08	4.55708379783312e-08
"Ulcer"	"MuscularDystrophy"	-0.0666923922047975	3.80723011255768e-06	7.37861411194806e-06
"LymphocyticColitis"	"Asthma"	-0.0670436620405283	0.0184079812777126	0.025800626558842
"BipolarDisorder"	"LungCancer"	-0.0671150243145348	7.96390902923703e-09	1.8167667472947e-08
"MuscularDystrophy"	"LungCancer"	-0.0702136429658202	1.57763282675914e-09	3.74527467815991e-09
"Keratoconus"	"LiverCancer"	-0.0711618958398542	3.83034914364838e-09	8.92389853679782e-09
"BipolarDisorder"	"ColorectalCancer"	-0.0719889172922294	0.0375438038249891	0.04998232849649
"ChronicLymphocyticLeukemia"	"FamilialPulmonaryArterialHypertension"	-0.0727058329208203	0.0197935100490232	0.0275224044491179
"Schizophrenia"	"ChronicLymphocyticLeukemia"	-0.0728820896432922	0.00727672881619057	0.0106063468269267
"CrohnsDisease"	"AlagilleSyndrome"	-0.0731794855240929	1.08680723013355e-11	2.84191980178207e-11
"Cardiomyopathy"	"FamilialDysautonomia"	-0.0736499393072831	0.0112789176753876	0.0161443331432018
"MuscularDystrophy"	"HyperplasticPolyps"	-0.0745140543662354	1.03855081258917e-06	2.04903268429755e-06
"ColorectalCancer"	"BorreliaBurdorferiInfection"	-0.0748023723520311	6.49893328762591e-08	1.40223289654195e-07
"DownsSyndrome"	"BreastCancer"	-0.0748122699066649	4.8856743639872e-12	1.29692446753115e-11
"Asthma"	"BorreliaBurdorferiInfection"	-0.0752971414528851	1.99220802056148e-08	4.45197506635678e-08
"DownsSyndrome"	"FamilialDysautonomia"	-0.0765638425388883	0.0113769437191097	0.0162580794419903
"EosinophilicEsophagitis"	"Ischemia"	-0.0771733054946019	4.15931045874313e-08	9.13171920265408e-08
"SLE"	"BorreliaBurdorferiInfection"	-0.0772773229725614	1.24434591945833e-07	2.62661933842288e-07
"LiverCancer"	"RheumatoidArthritis"	-0.0776567136029437	1.27090823041405e-10	3.19918278690433e-10
"ChronicLymphocyticLeukemia"	"BorreliaBurdorferiInfection"	-0.0783193660298606	9.12592492243311e-09	2.07106482695632e-08
"ParkinsonsDisease"	"LymphocyticColitis"	-0.0792032235938021	1.03096778801646e-07	2.20275068854248e-07
"Smoker"	"BreastCancer"	-0.0795988639887442	9.50495061031931e-14	2.73892655744728e-13
"AdenomatousPolyps"	"ChronicLymphocyticLeukemia"	-0.0812218211397457	0.000607859404117669	0.000984260329033415
"ParkinsonsDisease"	"FriedreichsAtaxia"	-0.082048920814928	6.97928173002013e-11	1.76191665576301e-10
"HIV"	"HuntingtonsDisease"	-0.0822505185177914	8.42757896220295e-06	1.56410151925631e-05
"BorreliaBurdorferiInfection"	"Glioblastoma"	-0.0823158823718459	2.14713433201063e-17	6.99215492506065e-17
"ParkinsonsDisease"	"PosttraumaticStressDisorder"	-0.0832654775098995	2.20589510843256e-08	4.90447744920539e-08
"ColorectalCancer"	"RheumatoidArthritis"	-0.0849237643076199	0.0140983465800222	0.0199840640843033
"CrohnsDisease"	"FamilialDysautonomia"	-0.085117679809004	3.27329781853464e-16	1.0389162641436e-15
"MuscularDystrophy"	"BorreliaBurdorferiInfection"	-0.0852106507781432	5.51374963198775e-09	1.2710643888477e-08
"EosinophilicEsophagitis"	"ProstateCancer"	-0.0854698804362545	1.24015491384527e-09	2.97637179322864e-09
"CrohnsDisease"	"FacioscapulohumeralDystrophy"	-0.08565621195919	1.76400194058634e-15	5.38420104513461e-15
